alg,xval,yval,run
BFGS,16,0.9579962805563106,2
BFGS,32,0.9370347980183634,2
BFGS,64,0.8824386423620298,2
BFGS,128,0.8287703557728969,2
BFGS,256,0.8281176947070884,2
BFGS,512,0.42706397847071165,2
BFGS,1024,0.33362952854654226,2
BFGS,2048,0.3335948834105319,2
BFGS,4096,0.185698522540089,2
BFGS,8192,0.185698522540089,2
BFGS,10000,0.185698522540089,2
QNDE,1,0.9076220548261597,2
QNDE,2,0.9076220548261597,2
QNDE,4,0.9076220548261597,2
QNDE,8,0.6217852381197536,2
QNDE,16,0.6061843879564246,2
QNDE,32,0.5047329085421344,2
QNDE,64,0.4665405527694694,2
QNDE,128,0.4600429411877649,2
QNDE,256,0.37658781589424617,2
QNDE,512,0.27494699996551564,2
QNDE,1024,0.19851471824155764,2
QNDE,2048,0.17234251482881957,2
QNDE,4096,0.1652798489642029,2
QNDE,8192,0.16485577190470002,2
QNDE,10000,0.16485577190470002,2
DE,1,0.9980031918455923,2
DE,2,0.9376331708827712,2
DE,4,0.8695050314811683,2
DE,8,0.7813337108107866,2
DE,16,0.7331120662478713,2
DE,32,0.7331120662478713,2
DE,64,0.6091351101250743,2
DE,128,0.5319783301938683,2
DE,256,0.35621110772884745,2
DE,512,0.3325877237757242,2
DE,1024,0.2745331380227197,2
DE,2048,0.18533302996296153,2
DE,4096,0.17728820376510068,2
DE,8192,0.17728820376510068,2
DE,10000,0.17676917427113414,2
CMA,1,0.6715653913615693,3
CMA,2,0.4270910247422124,3
CMA,4,0.36880715990933843,3
CMA,8,0.36880715990933843,3
CMA,16,0.3288191415200157,3
CMA,32,0.286656556479136,3
CMA,64,0.2705171518595826,3
CMA,128,0.18082660022113994,3
CMA,256,0.17580587166144213,3
CMA,512,0.17501567399263795,3
CMA,1024,0.17476815101574472,3
CMA,2048,0.1747472804952721,3
CMA,4096,0.17474727966438197,3
CMA,8192,0.17474727966438197,3
CMA,10000,0.17474727966438197,3
QODE,1,0.9893529124934594,3
QODE,2,0.870797976343689,3
QODE,4,0.5850215862819628,3
QODE,8,0.4457701642761349,3
QODE,16,0.4457701642761349,3
QODE,32,0.4457701642761349,3
QODE,64,0.4457701642761349,3
QODE,128,0.3178449898411486,3
QODE,256,0.29101506573188496,3
QODE,512,0.2146142543010532,3
QODE,1024,0.1877611210687048,3
QODE,2048,0.16611906718319092,3
QODE,4096,0.1648685952506579,3
QODE,8192,0.1648557723536983,3
QODE,10000,0.16485577191388712,3
BFGS,1,0.6831516994328963,3
BFGS,2,0.6831516978570398,3
BFGS,4,0.6831516978570398,3
BFGS,8,0.6831516969264413,3
BFGS,16,0.6260774275053085,3
BFGS,32,0.5319682845769818,3
BFGS,64,0.32905849991819835,3
BFGS,128,0.19269381949789954,3
BFGS,256,0.1806943463192674,3
BFGS,512,0.18001969822834674,3
BFGS,1024,0.18001963322627013,3
BFGS,2048,0.18001963322627013,3
BFGS,4096,0.16485577190470124,3
BFGS,8192,0.16485577190470124,3
BFGS,10000,0.16485577190470124,3
QNDE,1,0.7725854241039554,3
QNDE,2,0.7725854241039554,3
QNDE,4,0.7725854241039554,3
QNDE,8,0.4817487020278224,3
QNDE,16,0.4817487020278224,3
QNDE,32,0.4817487020278224,3
QNDE,64,0.4005635878541728,3
QNDE,128,0.4005635878541728,3
QNDE,256,0.2803558117278877,3
QNDE,512,0.2635983120521602,3
QNDE,1024,0.21033598507531892,3
QNDE,2048,0.17223236607826753,3
QNDE,4096,0.1654710149607861,3
QNDE,8192,0.1654710149607861,3
QNDE,10000,0.1654710149607861,3
DE,1,0.8156919721223493,3
DE,2,0.6988662375787151,3
DE,4,0.6988662375787151,3
DE,8,0.5574849012179328,3
DE,16,0.5574849012179328,3
DE,32,0.5574849012179328,3
DE,64,0.2900406307255141,3
DE,128,0.2900406307255141,3
DE,256,0.25545114939397207,3
DE,512,0.24516576092334863,3
DE,1024,0.18391869177406972,3
DE,2048,0.1653695816444538,3
DE,4096,0.16485668968646072,3
DE,8192,0.1648557740546318,3
DE,10000,0.16485577353477532,3
CMA,1,0.8630627967316498,4
CMA,2,0.8630627967316498,4
CMA,4,0.7366515745702885,4
CMA,8,0.7366515745702885,4
CMA,16,0.5925630425283211,4
CMA,32,0.5689819799031839,4
CMA,64,0.3881423397791788,4
CMA,128,0.32792163505673133,4
CMA,256,0.3044179725142623,4
CMA,512,0.29133327770859374,4
CMA,1024,0.2904603257408077,4
CMA,2048,0.29044479399689194,4
CMA,4096,0.29044445711123945,4
CMA,8192,0.18753771140137654,4
CMA,10000,0.18717703091586624,4
QODE,1,0.8666927840048035,4
QODE,2,0.8666927840048035,4
QODE,4,0.7734713871710839,4
QODE,8,0.7070089422118888,4
QODE,16,0.47779376302609977,4
QODE,32,0.47779376302609977,4
QODE,64,0.31718381889663816,4
QODE,128,0.31718381889663816,4
QODE,256,0.31718381889663816,4
QODE,512,0.31718381889663816,4
QODE,1024,0.18629303855661528,4
QODE,2048,0.18629303855661528,4
QODE,4096,0.1796403560730362,4
QODE,8192,0.1710746444536535,4
QODE,10000,0.1706224640535794,4
BFGS,1,0.8730704160349478,4
BFGS,2,0.8730704160349478,4
BFGS,4,0.8730704160349478,4
BFGS,8,0.8730704116749931,4
BFGS,16,0.44254309960271687,4
BFGS,32,0.4151162919094964,4
BFGS,64,0.3631660251756752,4
BFGS,128,0.32202112291459106,4
BFGS,256,0.29605362354180165,4
BFGS,512,0.29334481075064656,4
BFGS,1024,0.2933411584696375,4
BFGS,2048,0.2933411584696375,4
BFGS,4096,0.18264652136622328,4
BFGS,8192,0.18264652136622328,4
BFGS,10000,0.18264652136622328,4
QNDE,1,0.817010172648432,4
QNDE,2,0.812993319562555,4
QNDE,4,0.571922076807775,4
QNDE,8,0.571922076807775,4
QNDE,16,0.5257422562694996,4
QNDE,32,0.5137556991536754,4
QNDE,64,0.5137556991536754,4
QNDE,128,0.43359367720242725,4
QNDE,256,0.3652947881527293,4
QNDE,512,0.2313867423467182,4
QNDE,1024,0.19133083097465375,4
QNDE,2048,0.1690759646830826,4
QNDE,4096,0.16488112958384482,4
QNDE,8192,0.16488112958384482,4
QNDE,10000,0.16488112958384482,4
DE,1,0.8469801974363986,4
DE,2,0.8469801974363986,4
DE,4,0.6843158058997203,4
DE,8,0.6843158058997203,4
DE,16,0.5167358824767753,4
DE,32,0.43729702284080674,4
DE,64,0.43729702284080674,4
DE,128,0.39953842067417145,4
DE,256,0.35138693828504297,4
DE,512,0.35138693828504297,4
DE,1024,0.2634636654648995,4
DE,2048,0.22280631745959867,4
DE,4096,0.21829131021344217,4
DE,8192,0.21778760682017584,4
DE,10000,0.21778760682017584,4
CMA,1,0.9977564108269228,5
CMA,2,0.9834340864277655,5
CMA,4,0.9565929485176867,5
CMA,8,0.5159559223847783,5
CMA,16,0.4825758799616372,5
CMA,32,0.3895490815197288,5
CMA,64,0.3183583997705104,5
CMA,128,0.2665245480345959,5
CMA,256,0.2119721500571249,5
CMA,512,0.18866437783925072,5
CMA,1024,0.1868134168674116,5
CMA,2048,0.18677304807151973,5
CMA,4096,0.18677298337343873,5
CMA,8192,0.1867729833695898,5
CMA,10000,0.18677298336920833,5
QODE,1,0.9479246900569559,5
QODE,2,0.9075074843837937,5
QODE,4,0.7174532143141998,5
QODE,8,0.7174532143141998,5
QODE,16,0.71401729757036,5
QODE,32,0.6195849307313259,5
QODE,64,0.36151764657271623,5
QODE,128,0.3263751772807356,5
QODE,256,0.31201043906201287,5
QODE,512,0.2196663413892952,5
QODE,1024,0.1838154180807009,5
QODE,2048,0.16668182483029026,5
QODE,4096,0.16500168521123149,5
QODE,8192,0.16500168521123149,5
QODE,10000,0.16500168521123149,5
BFGS,1,0.971062313602974,5
BFGS,2,0.9710623127475302,5
BFGS,4,0.9710623127475302,5
BFGS,8,0.9710623121014982,5
BFGS,16,0.9187822390032595,5
BFGS,32,0.8716041223852499,5
BFGS,64,0.5349012110213199,5
BFGS,128,0.47290511606770724,5
BFGS,256,0.4119038775222812,5
BFGS,512,0.40986580515722304,5
BFGS,1024,0.4098466979190256,5
BFGS,2048,0.1747172210679221,5
BFGS,4096,0.17471719460333124,5
BFGS,8192,0.17471719460333124,5
BFGS,10000,0.17471719460333124,5
QNDE,1,0.973389887346344,5
QNDE,2,0.9018185870045574,5
QNDE,4,0.723236095057844,5
QNDE,8,0.723236095057844,5
QNDE,16,0.45172022597678607,5
QNDE,32,0.45172022597678607,5
QNDE,64,0.45172022597678607,5
QNDE,128,0.35176453016650744,5
QNDE,256,0.35176453016650744,5
QNDE,512,0.34732634790200434,5
QNDE,1024,0.23929986883976473,5
QNDE,2048,0.21528400530815672,5
QNDE,4096,0.1914986229176191,5
QNDE,8192,0.18875884901821494,5
QNDE,10000,0.1854262656556468,5
DE,1,0.7596711231671639,5
DE,2,0.7514494843678496,5
DE,4,0.3514343179296997,5
DE,8,0.3514343179296997,5
DE,16,0.3514343179296997,5
DE,32,0.3514343179296997,5
DE,64,0.33061274676961805,5
DE,128,0.33061274676961805,5
DE,256,0.33061274676961805,5
DE,512,0.27457805704835847,5
DE,1024,0.20311456823333707,5
DE,2048,0.18834310850482439,5
DE,4096,0.1869196388569585,5
DE,8192,0.18387293813297545,5
DE,10000,0.18387293813297545,5
CMA,1,0.651707321887167,6
CMA,2,0.651707321887167,6
CMA,4,0.651707321887167,6
CMA,8,0.4848773514536755,6
CMA,16,0.4848773514536755,6
CMA,32,0.43149521488386877,6
CMA,64,0.3520568180214816,6
CMA,128,0.3241099796274264,6
CMA,256,0.30501569664707817,6
CMA,512,0.29960335331220544,6
CMA,1024,0.2982804050184462,6
CMA,2048,0.29821645282015385,6
CMA,4096,0.2982163794354934,6
CMA,8192,0.2982163794354934,6
CMA,10000,0.2982163794354934,6
QODE,1,0.8331518455973078,6
QODE,2,0.8032278131104621,6
QODE,4,0.6983265601689014,6
QODE,8,0.6983265601689014,6
QODE,16,0.5238497514909446,6
QODE,32,0.5238497514909446,6
QODE,64,0.4983706538110385,6
QODE,128,0.4762855758479857,6
QODE,256,0.32643696518395826,6
QODE,512,0.2685289790513381,6
QODE,1024,0.25231108917686473,6
QODE,2048,0.22808325863092627,6
QODE,4096,0.22808325863092627,6
QODE,8192,0.2099127259421335,6
QODE,10000,0.2099127259421335,6
BFGS,1,0.9677828913683452,6
BFGS,2,0.9677828913683452,6
BFGS,4,0.9677828913683452,6
BFGS,8,0.9677828913683452,6
BFGS,16,0.67011492056698,6
BFGS,32,0.6701149168245386,6
BFGS,64,0.3865426115241133,6
BFGS,128,0.279545406575923,6
BFGS,256,0.2580678379721686,6
BFGS,512,0.25781086580172463,6
BFGS,1024,0.25781033140371,6
BFGS,2048,0.2578100837099673,6
BFGS,4096,0.24094964682966413,6
BFGS,8192,0.173272714220705,6
BFGS,10000,0.173272714220705,6
QNDE,1,0.9478012010275131,6
QNDE,2,0.9478012010275131,6
QNDE,4,0.9478012010275131,6
QNDE,8,0.495019150166942,6
QNDE,16,0.41195318985530116,6
QNDE,32,0.41195318985530116,6
QNDE,64,0.41195318985530116,6
QNDE,128,0.3918595395024709,6
QNDE,256,0.3918595395024709,6
QNDE,512,0.33131713750382796,6
QNDE,1024,0.22611887342836667,6
QNDE,2048,0.17236753449935838,6
QNDE,4096,0.16742200620113734,6
QNDE,8192,0.16742200620113734,6
QNDE,10000,0.16742200620113734,6
DE,1,0.6916027302149537,6
DE,2,0.6916027302149537,6
DE,4,0.6916027302149537,6
DE,8,0.5501427432026106,6
DE,16,0.5485833705666635,6
DE,32,0.47127509608706386,6
DE,64,0.40485056657729757,6
DE,128,0.38701802154738496,6
DE,256,0.3301998513072283,6
DE,512,0.23628812702383228,6
DE,1024,0.23628812702383228,6
DE,2048,0.21715607172548368,6
DE,4096,0.21685372773323452,6
DE,8192,0.20991620185585824,6
DE,10000,0.20991620185585824,6
CMA,1,0.7813930199278036,7
CMA,2,0.7813930199278036,7
CMA,4,0.7150829773285271,7
CMA,8,0.6344410157120135,7
CMA,16,0.5984633397351738,7
CMA,32,0.5715742480942305,7
CMA,64,0.38577265430796337,7
CMA,128,0.25627187747022595,7
CMA,256,0.1942366419965479,7
CMA,512,0.1837371478641302,7
CMA,1024,0.183432570746354,7
CMA,2048,0.183427673953674,7
CMA,4096,0.1834276656011412,7
CMA,8192,0.16485577191446876,7
CMA,10000,0.1648557719047502,7
QODE,1,0.8016951256558313,7
QODE,2,0.8016951256558313,7
QODE,4,0.8016951256558313,7
QODE,8,0.6311489943726343,7
QODE,16,0.6311489943726343,7
QODE,32,0.617078808260879,7
QODE,64,0.47971100848545867,7
QODE,128,0.40521562467114924,7
QODE,256,0.3274114943537628,7
QODE,512,0.2519121376415284,7
QODE,1024,0.1994769338099721,7
QODE,2048,0.16893891507736525,7
QODE,4096,0.1660180962397464,7
QODE,8192,0.1657351898901186,7
QODE,10000,0.1657351898901186,7
BFGS,1,0.919859145673261,7
BFGS,2,0.919859145673261,7
BFGS,4,0.9198591425200389,7
BFGS,8,0.9198591425200389,7
BFGS,16,0.7100389761525425,7
BFGS,32,0.6709709061272036,7
BFGS,64,0.583865202276127,7
BFGS,128,0.4326042043803666,7
BFGS,256,0.32098444556192596,7
BFGS,512,0.31711829598331287,7
BFGS,1024,0.3167935008363385,7
BFGS,2048,0.2631578194088726,7
BFGS,4096,0.26315579512393195,7
BFGS,8192,0.26315579512393195,7
BFGS,10000,0.26315579512393195,7
QNDE,1,0.9092075161085519,7
QNDE,2,0.6441625325411923,7
QNDE,4,0.6441625325411923,7
QNDE,8,0.6441625325411923,7
QNDE,16,0.5642539034903458,7
QNDE,32,0.5642539034903458,7
QNDE,64,0.5046180702111085,7
QNDE,128,0.45040670649979275,7
QNDE,256,0.29049774558279196,7
QNDE,512,0.27746748810005506,7
QNDE,1024,0.23104298168936022,7
QNDE,2048,0.17773407223097304,7
QNDE,4096,0.17238884388714992,7
QNDE,8192,0.17238884388714992,7
QNDE,10000,0.17238884388714992,7
DE,1,0.8385415887830746,7
DE,2,0.8385415887830746,7
DE,4,0.6334571767540722,7
DE,8,0.49157354827563315,7
DE,16,0.49157354827563315,7
DE,32,0.49157354827563315,7
DE,64,0.38846778582377406,7
DE,128,0.38846778582377406,7
DE,256,0.38846778582377406,7
DE,512,0.2855224748064654,7
DE,1024,0.21037951945343902,7
DE,2048,0.1897310395179126,7
DE,4096,0.18868453576712163,7
DE,8192,0.1885525202366506,7
DE,10000,0.1885449460033356,7
CMA,1,0.8035089523438174,8
CMA,2,0.6106012169517232,8
CMA,4,0.6106012169517232,8
CMA,8,0.6106012169517232,8
CMA,16,0.6106012169517232,8
CMA,32,0.52366658886451,8
CMA,64,0.44006605157460055,8
CMA,128,0.32884911319245314,8
CMA,256,0.2849532049851685,8
CMA,512,0.2790655838256374,8
CMA,1024,0.2785858849781978,8
CMA,2048,0.2784880360248084,8
CMA,4096,0.27848731173741315,8
CMA,8192,0.2784873117367471,8
CMA,10000,0.2784873117367471,8
QODE,1,0.7456424610414527,8
QODE,2,0.7456424610414527,8
QODE,4,0.7456424610414527,8
QODE,8,0.7456424610414527,8
QODE,16,0.64247596371861,8
QODE,32,0.574440358548559,8
QODE,64,0.4768601037508233,8
QODE,128,0.41513276005278466,8
QODE,256,0.37314957180619024,8
QODE,512,0.2695801261391694,8
QODE,1024,0.2582254334316564,8
QODE,2048,0.2070990629380256,8
QODE,4096,0.1796140372312356,8
QODE,8192,0.17914879415111973,8
QODE,10000,0.17914879415111973,8
BFGS,1,0.9331210806015859,8
BFGS,2,0.9331210806015859,8
BFGS,4,0.9331210806015859,8
BFGS,8,0.9331210795348945,8
BFGS,16,0.9024223021389927,8
BFGS,32,0.815583945406325,8
BFGS,64,0.6842266751941364,8
BFGS,128,0.5138223930504122,8
BFGS,256,0.3746558301431365,8
BFGS,512,0.28040387439688597,8
BFGS,1024,0.2803675503149864,8
BFGS,2048,0.19689982419242835,8
BFGS,4096,0.196899052737052,8
BFGS,8192,0.196899052737052,8
BFGS,10000,0.196899052737052,8
QNDE,1,0.9457041998184111,8
QNDE,2,0.5955648448574626,8
QNDE,4,0.5272216437431179,8
QNDE,8,0.4146765379205406,8
QNDE,16,0.4146765379205406,8
QNDE,32,0.4146765379205406,8
QNDE,64,0.4146765379205406,8
QNDE,128,0.3188422555155511,8
QNDE,256,0.24151670994726293,8
QNDE,512,0.24151670994726293,8
QNDE,1024,0.20312571030077953,8
QNDE,2048,0.16718231127759287,8
QNDE,4096,0.16490367669762207,8
QNDE,8192,0.16485811594664768,8
QNDE,10000,0.16485811594664768,8
DE,1,0.950975247325241,8
DE,2,0.8660083401279488,8
DE,4,0.8131556998703647,8
DE,8,0.538346666024904,8
DE,16,0.538346666024904,8
DE,32,0.538346666024904,8
DE,64,0.4099168257970577,8
DE,128,0.4099168257970577,8
DE,256,0.35985595068211074,8
DE,512,0.23713263918580896,8
DE,1024,0.22346510547500853,8
DE,2048,0.1864530926394854,8
DE,4096,0.18236225870628697,8
DE,8192,0.18234628929627184,8
DE,10000,0.18234628892704174,8
CMA,1,0.9857899020358327,9
CMA,2,0.889180116158595,9
CMA,4,0.889180116158595,9
CMA,8,0.7333743802509745,9
CMA,16,0.7333743802509745,9
CMA,32,0.7258339600566885,9
CMA,64,0.5062611619932137,9
CMA,128,0.39200808784010455,9
CMA,256,0.30719396112916786,9
CMA,512,0.2924926103389285,9
CMA,1024,0.290633591682096,9
CMA,2048,0.2906280168538051,9
CMA,4096,0.2906279880540995,9
CMA,8192,0.2906279880540995,9
CMA,10000,0.2906279880540995,9
QODE,1,0.7100066451749869,9
QODE,2,0.7100066451749869,9
QODE,4,0.7100066451749869,9
QODE,8,0.6023694891513064,9
QODE,16,0.24493004513789318,9
QODE,32,0.24493004513789318,9
QODE,64,0.24493004513789318,9
QODE,128,0.24265822389183178,9
QODE,256,0.23816420710163455,9
QODE,512,0.21625455449937825,9
QODE,1024,0.17862515803501577,9
QODE,2048,0.1676564420273725,9
QODE,4096,0.16534750198546178,9
QODE,8192,0.16526275844384464,9
QODE,10000,0.16526275844384464,9
BFGS,1,0.9585566940761613,9
BFGS,2,0.9585566917894356,9
BFGS,4,0.9585566917894356,9
BFGS,8,0.9585566917894356,9
BFGS,16,0.6868005298408694,9
BFGS,32,0.6868005298408694,9
BFGS,64,0.41050511236032783,9
BFGS,128,0.2798237416107171,9
BFGS,256,0.2582583466455143,9
BFGS,512,0.2578109724193892,9
BFGS,1024,0.2578109717832029,9
BFGS,2048,0.2578109717832029,9
BFGS,4096,0.16779748614811674,9
BFGS,8192,0.1648557719047059,9
BFGS,10000,0.1648557719047059,9
QNDE,1,0.9474740928596297,9
QNDE,2,0.9438312172168976,9
QNDE,4,0.7494705502497612,9
QNDE,8,0.3317891576847628,9
QNDE,16,0.3317891576847628,9
QNDE,32,0.3317891576847628,9
QNDE,64,0.3317891576847628,9
QNDE,128,0.2584815749495851,9
QNDE,256,0.2584815749495851,9
QNDE,512,0.22260637379087556,9
QNDE,1024,0.19457810262552577,9
QNDE,2048,0.18242834779657335,9
QNDE,4096,0.1773390111927371,9
QNDE,8192,0.16485577190471623,9
QNDE,10000,0.16485577190471623,9
DE,1,0.9229409470764127,9
DE,2,0.9229409470764127,9
DE,4,0.8497299577291975,9
DE,8,0.7721324773895639,9
DE,16,0.7721324773895639,9
DE,32,0.6949283405025315,9
DE,64,0.6111113172200247,9
DE,128,0.6086840180071977,9
DE,256,0.48295940156882344,9
DE,512,0.39815544638725264,9
DE,1024,0.24377117379192503,9
DE,2048,0.16954433256729473,9
DE,4096,0.16498776091239264,9
DE,8192,0.16494928781371498,9
DE,10000,0.16494928781371498,9
CMA,1,0.8611922861847329,10
CMA,2,0.5887788268753764,10
CMA,4,0.5887788268753764,10
CMA,8,0.5887788268753764,10
CMA,16,0.5887788268753764,10
CMA,32,0.5515390246593321,10
CMA,64,0.42795044511794533,10
CMA,128,0.3607528130532577,10
CMA,256,0.2153525686134251,10
CMA,512,0.18298761345684245,10
CMA,1024,0.18063028346909749,10
CMA,2048,0.18056494033923742,10
CMA,4096,0.18056491500393013,10
CMA,8192,0.18056491500358984,10
CMA,10000,0.18056491500358984,10
QODE,1,0.9532617671740713,10
QODE,2,0.932186456960941,10
QODE,4,0.8900735893505635,10
QODE,8,0.7068539832613725,10
QODE,16,0.5383511850011643,10
QODE,32,0.405602922231184,10
QODE,64,0.294496152381058,10
QODE,128,0.2602431942363681,10
QODE,256,0.2602431942363681,10
QODE,512,0.24931736339062582,10
QODE,1024,0.20002794591590733,10
QODE,2048,0.16782872676281835,10
QODE,4096,0.16486880119256464,10
QODE,8192,0.16485577223910353,10
QODE,10000,0.16485577190755163,10
BFGS,1,0.4774519192615082,10
BFGS,2,0.4774519192615082,10
BFGS,4,0.4774519171173668,10
BFGS,8,0.47745191657211017,10
BFGS,16,0.4417347880356446,10
BFGS,32,0.4240031305159099,10
BFGS,64,0.3532516084209706,10
BFGS,128,0.2924157908789867,10
BFGS,256,0.2856182836932255,10
BFGS,512,0.2848696655589178,10
BFGS,1024,0.28486247580988444,10
BFGS,2048,0.284862475502065,10
BFGS,4096,0.2848624755020648,10
BFGS,8192,0.19990309137787565,10
BFGS,10000,0.1833325238292154,10
QNDE,1,0.6178149880610375,10
QNDE,2,0.6178149880610375,10
QNDE,4,0.6178149880610375,10
QNDE,8,0.6178149880610375,10
