,generation,auc,final_y,run,problem
1649,49,0.2308390745260699,0.11403848141361898,2,ellipsometry
1650,50,0.2308390745260699,0.11403848141361898,2,ellipsometry
1651,51,0.2308390745260699,0.11403848141361898,2,ellipsometry
1652,52,0.2308390745260699,0.11403848141361898,2,ellipsometry
1653,53,0.2308390745260699,0.11403848141361898,2,ellipsometry
1654,54,0.2308390745260699,0.11403848141361898,2,ellipsometry
1655,55,0.2308390745260699,0.11403848141361898,2,ellipsometry
1656,56,0.24708343322327944,0.07206179639670837,2,ellipsometry
1657,57,0.24708343322327944,0.07206179639670837,2,ellipsometry
1658,58,0.26634969801034847,0.015172751926490565,2,ellipsometry
1659,59,0.26634969801034847,0.015172751926490565,2,ellipsometry
1660,60,0.26634969801034847,0.007828510734622705,2,ellipsometry
1661,61,0.26634969801034847,0.007828510734622705,2,ellipsometry
1662,62,0.26634969801034847,0.007828510734622705,2,ellipsometry
1663,63,0.26634969801034847,0.007828510734622705,2,ellipsometry
1664,64,0.26634969801034847,0.007828510734622705,2,ellipsometry
1665,65,0.26634969801034847,0.007828510734622705,2,ellipsometry
1666,66,0.26634969801034847,0.007828510734622705,2,ellipsometry
1667,67,0.3145167799200283,0.007828510734622705,2,ellipsometry
1668,68,0.3145167799200283,0.007828510734622705,2,ellipsometry
1669,69,0.3145167799200283,0.00558017287994677,2,ellipsometry
1670,70,0.3145167799200283,0.00558017287994677,2,ellipsometry
1671,71,0.3145167799200283,0.00558017287994677,2,ellipsometry
1672,72,0.3145167799200283,0.00558017287994677,2,ellipsometry
1673,73,0.3145167799200283,0.00558017287994677,2,ellipsometry
1674,74,0.3145167799200283,0.00558017287994677,2,ellipsometry
1675,75,0.3145167799200283,0.00558017287994677,2,ellipsometry
1676,76,0.3145167799200283,0.00558017287994677,2,ellipsometry
1677,77,0.3145167799200283,0.00558017287994677,2,ellipsometry
1678,78,0.3145167799200283,0.00558017287994677,2,ellipsometry
1679,79,0.3145167799200283,0.00558017287994677,2,ellipsometry
1680,80,0.3145167799200283,0.00558017287994677,2,ellipsometry
1681,81,0.3145167799200283,0.00558017287994677,2,ellipsometry
1682,82,0.3145167799200283,0.00558017287994677,2,ellipsometry
1683,83,0.3145167799200283,0.00558017287994677,2,ellipsometry
1684,84,0.3145167799200283,0.00558017287994677,2,ellipsometry
1685,85,0.3145167799200283,0.00558017287994677,2,ellipsometry
1686,86,0.3145167799200283,0.00558017287994677,2,ellipsometry
1687,87,0.3145167799200283,0.00558017287994677,2,ellipsometry
1688,88,0.3145167799200283,0.00558017287994677,2,ellipsometry
1689,89,0.3372244174486256,0.002692054525376336,2,ellipsometry
1690,90,0.3372244174486256,0.002692054525376336,2,ellipsometry
1691,91,0.3372244174486256,0.002692054525376336,2,ellipsometry
