0	0.0687967207876614	[0.04179189139399131, 0.03570902700378967, 0.03978764976957949, 0.1075378357695211, 0.11253966124465145]
0	0.0777402587291659	[0.05248698777245151, 0.03985503176316573, 0.04375797372981697, 0.1175540580778755, 0.12747019690932004]
0	0.0797571368435835	[0.05316437390759143, 0.04313213305057595, 0.04633657652968777, 0.11832817594335023, 0.1304994240281108]
0	0.0898984237050368	[0.060318369404314266, 0.05567689245292879, 0.051627102117748, 0.12734855109269083, 0.14767689720708044]
0	0.090224867568208	[0.059550458716604096, 0.05368095630766913, 0.05172160961923352, 0.12922441922062478, 0.14963811172480085]
0	0.0907822645255109	[0.06447568637396581, 0.05854538567238924, 0.05200301099910044, 0.126554451686521, 0.14588541212495398]
0	0.0928619482119787	[0.06856717671127255, 0.06004908394652818, 0.05115349902249581, 0.12814239416575962, 0.14983501436074723]
0	0.0931193391211131	[0.06813968952571789, 0.05852458633762289, 0.05204687335269436, 0.12607158518812625, 0.1538950106447064]
0	0.0944628722563797	[0.07063121353945331, 0.054850117381410934, 0.05130380291048849, 0.13066467375322222, 0.15694200272232994]
0	0.0971737503242324	[0.07011774532847283, 0.06059348171449344, 0.05617849930316065, 0.13222337057294406, 0.15943960098014334]
1	0.0818861645163472	[0.05897777999655145, 0.04895449055079967, 0.04851168697049061, 0.11547613291957537, 0.1309243973512094]
1	0.0819547567225766	[0.059645386691042655, 0.04955135199900619, 0.04775252458105543, 0.11557247213651149, 0.13077136726055338]
1	0.0847595700887609	[0.05886418853803158, 0.05555318627960373, 0.046950056922159374, 0.11698624948935965, 0.13960289245281912]
1	0.4904275672215272	[0.6067089871866405, 0.6883765685665221, 0.7083657223459098, 0.12146180083948539, 0.3668145574380777]
2	0.0828345768290366	[0.17988724228528838, 0.011254144372415616, 0.025224789478614198, 0.10520664189501386, 0.07828397962252692]
2	0.1062088874295903	[0.08268829456437708, 0.06104971059048298, 0.06195892713940919, 0.158816252920597, 0.15749941656526398]
2	0.1795276498424169	[0.2268012150406675, 0.1644557356456805, 0.1351518426388959, 0.18687253812821578, 0.1813425349192775]
2	0.1830178335111621	[0.24367956654538456, 0.15833391521440177, 0.12678051549639283, 0.18069628228225182, 0.2006621043580277]
2	0.1907097277506546	[0.30099976402664574, 0.19585055446300453, 0.10266492387593296, 0.18095416980783424, 0.17410739192232552]
2	0.1907694460670505	[0.3012864119453463, 0.19585055446300453, 0.10266492387593296, 0.18095416980783424, 0.17410739192232552]
2	0.2127623857385781	[0.3161837081558162, 0.21730864169610567, 0.1143379960305495, 0.207148464219658, 0.2097423697822669]
2	0.2129163106896417	[0.31692254792092134, 0.21730864169610567, 0.1143379960305495, 0.207148464219658, 0.2097423697822669]
2	0.2343390415147882	[0.3309892015635614, 0.23752917724753025, 0.1350191964286865, 0.21165443343661608, 0.2571412260440955]
2	0.234373062532091	[0.33115250244661454, 0.23752917724753025, 0.1350191964286865, 0.21165443343661608, 0.2571412260440955]
3	0.10000840705611	[0.08668564171452901, 0.07108431889479466, 0.057693450866876606, 0.13642113643175355, 0.14237266974033336]
3	0.2198102485102335	[0.3737991873951656, 0.17872188446354934, 0.15918034411321638, 0.17565259592684432, 0.2034795578430548]
3	0.2319448111081704	[0.4196583797705093, 0.18406764931712843, 0.16164590835643908, 0.19608822459655464, 0.18868846114201235]
4	0.0227869108630739	[0.022813015594533522, 9.999999999998899e-05, 0.012526145166318685, 0.04702995423985112, 0.02692805714205155]
4	0.0389643893200221	[0.1301919615025467, 9.999999999998899e-05, 0.01017766142331591, 0.011137398520947469, 0.03544204728929632]
4	0.0829637839812015	[0.13451949344345998, 0.04275203037772593, 0.030125809098274548, 0.09704718173703798, 0.10233205452881404]
4	0.0956724895457568	[0.10806749623722726, 0.061885193387356735, 0.0430886890510156, 0.11906693652763356, 0.13949667329387105]
4	0.0959378398598328	[0.10731973023242046, 0.06253780566525803, 0.04315551810481494, 0.11513076046235986, 0.14486537799539584]
4	0.0982541285821925	[0.10647387334795759, 0.061511132960076854, 0.044332267584287544, 0.1184510633344795, 0.15315370655973792]
4	0.0986228133742872	[0.10724351966520082, 0.06627303820273373, 0.04388850727962154, 0.12231315467410984, 0.1469258920154597]
4	0.0988929934082122	[0.10795069794616548, 0.06961676793438605, 0.045778793891109386, 0.12079055689064432, 0.14447290528399062]
4	0.1015543381125431	[0.10077146033563468, 0.07428278288393968, 0.04986611063213367, 0.1237785775518651, 0.15361844811342212]
4	0.1021848849534999	[0.10208879204137214, 0.07428849026319406, 0.05009550854617164, 0.12383222724845366, 0.15504012773024728]
4	0.1041060372168115	[0.09803144225370822, 0.07253084246000518, 0.05053226877537522, 0.12733202883396083, 0.16578856480964713]
4	0.1051991916633198	[0.0994412846126584, 0.07301345186687642, 0.05076911195141044, 0.12976592731253284, 0.16656903461383232]
4	0.1053062189270381	[0.10397652695354243, 0.06223027334144102, 0.0519667126358416, 0.12495438600298533, 0.17478800658426072]
4	0.1053748765497489	[0.10431221046947241, 0.06223047838013034, 0.05196719725915118, 0.12494769573888014, 0.1747879212671868]
