Nodes,Edges,Max Degree,Min Degree,Mean Degree,Degree Variance,Transitivity,Max Depth,Min Depth,Mean Depth,Max Clustering,Min Clustering,Mean Clustering,Clustering Variance,Degree Entropy,Depth Entropy,Assortativity,Average Eccentricity,Diameter,Radius,Edge Density,Average Shortest Path,mean_complexity,total_complexity,mean_token_count,total_token_count,mean_parameter_count,total_parameter_count,fitness,method,exp_dir,alg_id,gen,parent_ids
527,526,14,1,1.9962049335863377,1.7039704172052612,0,12,2,7.1078838174273855,0,0,0.0,0.0,6.096894060264847,5.444879776891246,inf,15.884250474383302,21,11,0.0018975332068311196,9.360668393445934,2.4,12,93.4,467,3.4,17,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",aa096cb6-a527-4f46-8735-ca0b0ffad159,0,[None]
664,663,12,1,1.9969879518072289,1.557219843228335,0,11,2,6.808580858085809,0,0,0.0,0.0,6.334438689467019,5.684123640477338,inf,14.79066265060241,19,10,0.0015060240963855422,9.445842192298606,3.0,18,97.0,582,3.3333333333333335,20,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",c3791b3d-772b-4709-a61d-ad7880235155,1,[None]
664,663,12,1,1.9969879518072289,1.557219843228335,0,11,2,6.808580858085809,0,0,0.0,0.0,6.334438689467019,5.684123640477338,inf,14.79066265060241,19,10,0.0015060240963855422,9.445842192298606,3.0,18,97.0,582,3.3333333333333335,20,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",450695b8-254b-4681-8c60-65359ea66d62,2,['c3791b3d-772b-4709-a61d-ad7880235155']
550,549,14,1,1.9963636363636363,1.6836231404958677,0,12,2,7.191235059760956,0,0,0.0,0.0,6.140743251952645,5.4848973556495775,inf,16.543636363636363,22,11,0.0018181818181818182,9.601543301871171,2.6,13,94.8,474,3.4,17,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",22c6737a-15ad-453f-8a5a-b0fff18c0eb7,3,['aa096cb6-a527-4f46-8735-ca0b0ffad159']
664,663,12,1,1.9969879518072289,1.557219843228335,0,11,2,6.808580858085809,0,0,0.0,0.0,6.334438689467019,5.684123640477338,inf,14.79066265060241,19,10,0.0015060240963855422,9.445842192298606,3.0,18,97.0,582,3.3333333333333335,20,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",b8c9f065-905f-4b7b-bd28-cf07392755ec,4,['c3791b3d-772b-4709-a61d-ad7880235155']
664,663,12,1,1.9969879518072289,1.557219843228335,0,11,2,6.808580858085809,0,0,0.0,0.0,6.334438689467019,5.684123640477338,inf,14.79066265060241,19,10,0.0015060240963855422,9.445842192298606,3.0,18,97.0,582,3.3333333333333335,20,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",c79d5d8d-aacf-4861-aff5-8ac498cc8021,5,['c3791b3d-772b-4709-a61d-ad7880235155']
578,577,14,1,1.9965397923875432,1.6781887190048008,0,12,2,7.142322097378277,0,0,0.0,0.0,6.1896623442023255,5.5510505907716965,inf,15.972318339100346,21,11,0.0017301038062283738,9.626483481556553,2.4,12,97.6,488,3.4,17,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",7d9665f3-a422-4453-ae29-53f57fc36c2e,6,['aa096cb6-a527-4f46-8735-ca0b0ffad159']
664,663,12,1,1.9969879518072289,1.557219843228335,0,11,2,6.808580858085809,0,0,0.0,0.0,6.334438689467019,5.684123640477338,inf,14.79066265060241,19,10,0.0015060240963855422,9.445842192298606,3.0,18,97.0,582,3.3333333333333335,20,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",4c2857f0-5da8-4fbf-9d16-5a73ff6dbb7c,7,['c3791b3d-772b-4709-a61d-ad7880235155']
690,689,13,1,1.9971014492753623,1.585498844780508,0,11,2,6.8164556962025316,0,0,0.0,0.0,6.371322248217455,5.7262775815908284,,14.768115942028986,19,10,0.0014492753623188406,9.406806756273532,3.0,18,101.66666666666667,610,3.3333333333333335,20,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",f3e09f0d-a2bb-4e4f-99f3-dd9c63b2a48e,8,['c3791b3d-772b-4709-a61d-ad7880235155']
554,553,14,1,1.9963898916967509,1.6931277613418654,0,12,2,7.066929133858268,0,0,0.0,0.0,6.14707629509099,5.499277400656273,inf,15.870036101083032,21,11,0.0018050541516245488,9.399892937113611,2.6,13,96.2,481,3.4,17,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",93a0ea6e-663d-40b1-b2fa-2c59e4bb31d4,9,['aa096cb6-a527-4f46-8735-ca0b0ffad159']
719,718,13,1,1.9972183588317107,1.577182804892439,0,11,2,6.817073170731708,0,0,0.0,0.0,6.4132791705678915,5.764528574584675,,14.802503477051461,19,10,0.0013908205841446453,9.490719468776271,3.1666666666666665,19,105.16666666666667,631,3.3333333333333335,20,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",133240cc-9a14-4bf5-a437-54a1d75d42dd,10,['c3791b3d-772b-4709-a61d-ad7880235155']
634,633,13,1,1.996845425867508,1.6182865786304967,0,10,2,6.527777777777778,0,0,0.0,0.0,6.286142107861957,5.635791076007026,,13.865930599369085,18,9,0.0015772870662460567,8.92107086080504,2.2857142857142856,16,79.28571428571429,555,3.0,21,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",85370894-66cc-4bba-95bf-180a090ca890,11,['c3791b3d-772b-4709-a61d-ad7880235155']
676,675,12,1,1.9970414201183433,1.547328524911593,0,11,2,6.811688311688312,0,0,0.0,0.0,6.353072710468384,5.701261574361602,inf,14.789940828402367,19,10,0.0014792899408284023,9.454052158667544,3.0,18,98.0,588,3.1666666666666665,19,-inf,"bragg_with_description_insight_(2, 10)","exp_data_CAI_clip_exp-02-23_180642-LLaMEA-gpt-4o-bragg_with_description_insight_(2, 10)",cd45547d-072b-40a9-8ac5-c48d35e04d4d,12,['c79d5d8d-aacf-4861-aff5-8ac498cc8021']
