Nodes,Edges,Max Degree,Min Degree,Mean Degree,Degree Variance,Transitivity,Max Depth,Min Depth,Mean Depth,Max Clustering,Min Clustering,Mean Clustering,Clustering Variance,Degree Entropy,Depth Entropy,Assortativity,Average Eccentricity,Diameter,Radius,Edge Density,Average Shortest Path,mean_complexity,total_complexity,mean_token_count,total_token_count,mean_parameter_count,total_parameter_count,fitness,method,exp_dir,alg_id,gen,parent_ids
672,671,11,1,1.9970238095238095,1.5029673327664401,0,11,2,6.704918032786885,0,0,0.0,0.0,6.349362346459687,5.691334926596587,-inf,14.633928571428571,19,10,0.001488095238095238,9.242610531544958,2.857142857142857,20,81.57142857142857,571,3.0,21,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,82ac9dc8-0217-49a5-9877-6de52b234e03,0,[None]
733,732,11,1,1.9972714870395634,1.5334168389823724,0,11,2,6.719879518072289,0,0,0.0,0.0,6.4347677372064345,5.776639268988662,,14.671214188267394,19,10,0.001364256480218281,9.336330224617747,2.625,21,77.0,616,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,4df35756-376e-456a-8d5b-aa8efff512fb,1,['82ac9dc8-0217-49a5-9877-6de52b234e03']
765,764,12,1,1.9973856209150327,1.5450912042376859,0,12,2,6.824712643678161,0,0,0.0,0.0,6.476927503135417,5.8214696587758255,,15.364705882352942,20,10,0.00130718954248366,9.479444273346337,2.625,21,80.5,644,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,f18104a4-b97b-49a3-a3c6-4a361e584d92,2,['4df35756-376e-456a-8d5b-aa8efff512fb']
849,848,15,1,1.9976442873969376,1.5971675954944564,0,12,2,7.030848329048843,0,0,0.0,0.0,6.579006725643921,5.930231168665007,,15.44640753828033,20,10,0.001177856301531213,9.720770273573795,2.625,21,88.875,711,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,1538086a-cfd6-41ad-8b2c-fa6dba5c2413,3,['f18104a4-b97b-49a3-a3c6-4a361e584d92']
797,796,13,1,1.997490589711418,1.5583374920695392,0,12,2,6.920329670329671,0,0,0.0,0.0,6.517329437732084,5.864642705341862,,15.410288582183187,20,10,0.0012547051442910915,9.605392079594964,2.625,21,84.0,672,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,bfba9f0d-bbe0-43a8-a382-575918d37a84,4,['f18104a4-b97b-49a3-a3c6-4a361e584d92']
818,817,13,1,1.9975550122249388,1.5623412102988385,0,12,2,6.927613941018767,0,0,0.0,0.0,6.543568149371501,5.889438641715695,,15.43520782396088,20,10,0.0012224938875305623,9.633048334146334,2.625,21,86.375,691,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,3c948a79-a507-4175-8b47-d960c2910654,5,['bfba9f0d-bbe0-43a8-a382-575918d37a84']
780,779,11,1,1.9974358974358974,1.5461472715318867,0,12,2,6.845070422535211,0,0,0.0,0.0,6.495981876632732,5.840563217419659,,15.382051282051282,20,10,0.001282051282051282,9.503005167703499,2.75,22,82.0,656,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,eff97519-e5ff-4eca-a62b-e43d2eca562f,6,['bfba9f0d-bbe0-43a8-a382-575918d37a84']
820,819,14,1,1.997560975609756,1.5804818560380727,0,12,2,6.973262032085562,0,0,0.0,0.0,6.545036429479294,5.890733106537674,1.5232932592950254e-08,15.429268292682927,20,10,0.0012195121951219512,9.664319961880938,2.625,21,86.375,691,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,43b2126c-d114-4ae4-97ad-7d08fdca5b86,7,['bfba9f0d-bbe0-43a8-a382-575918d37a84']
851,850,13,1,1.9976498237367804,1.5487606341333418,0,14,2,7.211734693877551,0,0,0.0,0.0,6.582658486098423,5.931707385517393,,18.500587544065805,26,13,0.0011750881316098707,10.104342296260455,2.625,21,89.25,714,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,7eaec36b-8fc5-485c-8e32-6035901bbf39,8,['bfba9f0d-bbe0-43a8-a382-575918d37a84']
854,853,13,1,1.9976580796252927,1.587816529460481,0,12,2,6.9051282051282055,0,0,0.0,0.0,6.585039477023348,5.934356494049374,,15.455503512880561,20,10,0.00117096018735363,9.619996650477306,2.75,22,89.25,714,3.0,24,-inf,bragg_with_description_insight,exp_data_CAI_clip_exp-02-23_142301-LLaMEA-gpt-4o-bragg_with_description_insight,e43d548b-e0e5-4cf9-80da-64e0d3069470,9,['bfba9f0d-bbe0-43a8-a382-575918d37a84']
